Data Taken from https://www.kaggle.com/datasets/threnjen/board-games-database-from-boardgamegeek?resource=download&select=games.csv,,,
About Board Game Categories and Rankings,,,
Modified/Transformed/Cleaned by Sarah Cannon,,,
For CSCI 36,Fall 2024, Claremont McKenna College,
247191,Ya Blew It!,6.36054,Other
247199,Fanhunter: Assault,6.10755,Other
247236,Duelosaur Island,7.16193,Strategy
247294,I Am the Fourth Wall,6.77233,Other
247313,Woodlands,6.71846,Other
247314,Concept Kids: Animals,7.09608,Childrens
247316,Pikto,6.94723,Other
247324,Atlandice,5.6341,Other
247342,Village Pillage,7.42541,Other
247394,EXO: Mankind Reborn,6.37915,Other
247417,Solomon Kane,8.18307,Thematic
247436,Sherlock: The Tomb of the Archaeologist,6.71119,Other
247473,Drawing Without Dignity: An Adult Party Game of Uncensored Sketches,5.55,Other
247488,King of Con,6.28971,Other
247493,Don't Step In It!,3.51324,Other
247526,The Snitch,6.61894,Other
247576,Poetry Slam,6.47058,Other
247578,Death Note: Confrontation,7.18437,Other
247643,Doodle Islands,6.47232,Other
247694,TEAM3 PINK,7.01078,Party
247704,Quartermaster General: The Cold War,7.34197,War
247714,Kids of London,6.62222,Other
247724,"Smash Up: Oops, You Did It Again",7.49785,Other
247730,Poc!,5.91674,Other
247733,KOI,6.4709,Other
247763,Underwater Cities,8.10382,Strategy
247778,Count of Nine,6.55957,Other
247785,Chartered: The Golden Age,7.0295,Strategy
247790,Starlight Stage,6.83437,Other
247860,Fleecing Olympus,6.91632,Other
247935,Tramways Engineer's Workbook,7.35762,Other
247950,Campaigns of 1777,7.71391,War
247952,Constantinople,7.54359,War
247963,Fist of Dragonstones: The Tavern Edition,6.52475,Other
247980,Walls of York,6.14053,Family
247984,Moorea,6.2783,Other
248002,TAGS,6.56231,Party
248005,Ganymede,7.26167,Strategy
248072,Don't Let It Die,7.22128,Other
248075,Epic Spell Wars of the Battle Wizards: Panic at the Pleasure Palace,6.63489,Other
248117,Carson City: The Card Game,6.91766,Strategy
248125,Monumental,7.74196,Strategy
248154,Gunfighter,7.36222,Thematic
248157,Deadpool vs The World,6.02727,Other
248167,Pandoria,6.69983,Strategy
248182,Solar City,6.84462,Other
248188,Heroes of Stalingrad,8.14618,War
248196,Pumpkin Patch: Bad Seeds,6.40872,Other
248224,Remnants,6.17918,Other
248226,Grackles,6.22056,Other
248332,Supply Lines of the American Revolution: The Southern Strategy,7.58333,War
248366,Brutality,7.17922,Other
248375,SAGA Rulebook (2nd Edition),8.26404,War
248385,IT Startup,6.46219,Other
248421,Sonic the Hedgehog: Crash Course,6.20843,Other
248430,Zener,5.4383,Other
248490,Atlantis Rising (Second Edition),7.77558,Strategy
248496,Medvěd WRR: Karetní hra,7.27778,Other
248562,Mage Knight: Ultimate Edition,8.94937,Other
248567,Star Trek: Galactic Enterprises,6.66179,Other
248584,Pantone: The Game,6.36378,Other
248641,Monsterpocalypse Miniatures Game,8.16674,Other
248673,Dobbers: Quest for the Key,6.84905,Other
248695,Samurai Jack: Back to the Past,5.86382,Other
248702,Trivial Pursuit: Classic Edition,5.97352,Other
248722,Daring Contest,6.63125,Other
248737,Pacific Rim: Extinction,7.38393,Other
248761,Bat Cup,7.37483,Other
248763,Magic: The Gathering – Heroes of Dominaria Board Game,6.69161,Other
248830,Guardians of Xobos,7.58909,Other
248861,Metro X,7.19916,Other
248878,FlickFleet,8.10836,Other
248899,Tex: Fino all'ultima pallottola,5.6525,Other
248900,Ceylon,7.04243,Strategy
248927,Magic: The Gathering – Duel Decks: Elves vs. Inventors,7.475,Other
248928,The White Tribe: Rhodesia's War 1966-1980,8.20302,War
248949,Skull Tales: Full Sail!,7.83377,Thematic
248956,Fry Thief,6.97079,Other
249039,5 Minute Chase,5.89785,Other
249047,The Abandons,6.08786,Other
249095,Blooms,6.7411,Abstract
249106,SPQF,7.19789,Other
249166,Zoned Out,6.46591,Other
249233,Filler,6.78083,Other
249259,War Chest,7.95128,Abstract
249275,The Silver River,7.02771,Other
249277,Brazil: Imperial,8.52007,Strategy
249289,Zogen,5.69635,Other
249312,War for Indagar,8.14355,Other
249336,Worldwide Football,8.20312,Other
249362,SSO,6.50455,Other
249364,¡TACO FIGHT!,6.85415,Other
249381,The Estates,7.47664,Strategy
249404,Itchy Monkey,6.73331,Abstract
249410,U.S. Telegraph,6.9451,Strategy
249411,Cuzco,7.54456,Strategy
249414,Backyard Builders Treehouse,5.2781,Other
249421,Warfighter: The WWII Pacific Combat Card Game,8.17653,War
249505,Nyctophobia,6.17991,Other
249550,MegaMetroCity,8.84206,Other
249552,Ascension: Delirium,7.88865,Other
249578,The Red Dragon Inn: Allies – Spyke and Flower,7.5625,Other
249582,The Dark Summer: Normandy 1944,7.91933,War
249590,Nevsky: Teutons and Rus in Collision 1240-1242,8.26804,War
249650,Korea: Fire and Ice,7.22093,War
249658,Burger Party,6.18794,Other
249670,Fae,6.60574,Other
249673,Rolling Ranch,6.78401,Other
249675,Desolate,7.40431,Other
249677,Gruff: Stuff of Nightmares,8.28219,Other
249689,Sovereign Skies,7.27874,Other
249692,Rare Roses,6.78085,Other
249703,Gentes: Deluxified Edition,7.76838,Other
249730,Fast Shot,6.52405,Other
249746,Nanty Narking,7.60592,Other
249750,"Brazen Chariots: Battles for Tobruk, 1941",8.49531,War
249751,Rostov '41: Race to the Don,7.67953,War
249763,Claim 2,7.05079,Family
249814,Crimson Company,7.34094,Strategy
249816,Taco vs. Burrito,5.42455,Other
249817,The Bark Side,6.66692,Other
249824,Munchkin Harry Potter Deluxe,6.59796,Other
249825,GrimmoiR,5.65625,Other
249833,Monopoly Gamer: Mario Kart,6.23318,Other
249868,What A Tanker!,8.09708,Other
249882,Sevilla 1503,7.34309,Other
249888,Grim Doom,7.5964,Other
249889,Shipwrights of the North Sea (Second Edition),6.9107,Other
250051,The Seals of Cthulhu,6.52415,Other
250284,MONSTArgh!,6.632,Other
250291,Hold the Line: The American Civil War,7.57056,War
250309,Darwin's Choice,7.56595,Family
250333,Build A Cure,7.44041,Other
250348,Stock hold'em,6.55535,Other
250355,All Manor of Evil,6.66749,Other
250396,Terminator Genisys: Rise of the Resistance,8.16803,Thematic
250406,Hero Master: An Epic Game of Epic Fails,6.9368,Other
250442,Crypt,6.7101,Strategy
250448,Relative Insanity,4.93554,Other
250458,Gùgōng,7.50565,Strategy
250463,Stadt Land Vollpfosten,6.00567,Other
250467,Red Alert: Space Fleet Warfare,7.87996,War
250488,This Guilty Land,7.5714,Strategy
250525,Paleolithic,6.85426,Other
250539,The Potion,6.01277,Other
250561,Kick-Ass: The Board Game,7.3309,Thematic
250621,18Lilliput,7.21342,Strategy
250643,Happiest Town,6.55815,Other
250718,Pick Your Poison: NSFW Edition,6.125,Other
250725,Thrive,6.92254,Abstract
250754,Trade on the Tigris,7.15157,Other
250779,Sherlock: Death on the 4th of July,6.49132,Other
250780,Sherlock: Last Call,6.7688,Other
250781,Shikoku,6.66994,Other
250821,Battlestar Galactica: Starship Battles – Starter Set,7.97434,War
250822,Title Bout 2,8.352,Other
250834,Anomia Kids,6.59242,Other
250865,Grifters: Nexus,6.8948,Other
250870,Formosa Flowers,6.13026,Other
250878,Rebel Nox,6.41742,Other
250881,Dominations: Road to Civilization,7.57363,Strategy
250905,カゲロウ (Mayfly),6.25758,Other
250963,The Island of Doctor Lucky,6.66113,Other
251026,Night Drop 2: Pegasus Bridge,7.5119,War
251037,1347: De Nigrae Pestis Ludo,6.49953,Other
251053,Let's Make a Bus Route,7.32148,Other
251060,Saint Poker,6.0119,Other
251083,Pirate Tricks,7.01677,Other
251136,GiriGiri Curry,6.05714,Other
251137,Vietnam: Rumor of War,6.71818,War
251153,Alpenzian,6.99196,Other
251208,Game Box: Family Feud – Disney Edition,4.24512,Other
251213,The Coin Tribes' Revolt: Boudica's Rebellion Against Rome,7.12303,Other
251219,Istanbul: Big Box,8.07422,Other
251228,Radetzky's March: The Hundred Hours Campaign,7.85667,War
251247,Barrage,8.22651,Strategy
251252,Battle of the Sexes,4.14535,Other
251253,Heroes & Treasure,8.45588,Other
251293,Megaland,6.70656,Other
251328,Joust,5.49118,Other
251349,Miskatonic University: The Restricted Collection,6.10075,Family
251350,Gem Rush (Second Edition),6.96301,Other
251364,Pacific Victory: Pacific Theater of WW2 – Second Edition,7.85155,War
251399,Doxie Dash,6.51818,Other
251405,Creatures and Cupcakes,6.19942,Other
251412,On Tour,7.03031,Family
251420,Choose Your Own Adventure: House of Danger,6.37328,Thematic
251433,Yokai Septet,7.14247,Other
251441,Antinomy,7.0009,Other
251442,Liberation,7.03012,Other
251444,Penny Rails,5.90833,Other
251445,The Perfect Moment,5.9645,Other
251481,Braintopia Beyond,6.84872,Other
251519,Efemeris,7.13379,Other
251538,Star Wars: Han Solo Card Game,5.96174,Other
251551,Dale of Merchants Collection,7.89066,Other
251593,From Batavia,6.18382,Other
251622,Moneybags,5.73085,Other
251632,Bee Lives: We Will Only Know Summer,6.83189,Other
251642,CIA: Collect It All,4.92609,Other
251660,Plunderbund,7.02907,Other
251661,Oathsworn: Into the Deepwood,8.12402,Other
251678,Railroad Ink: Blazing Red Edition,7.17903,Family
251685,Tinian: The Forgotten Battle,8.05556,War
251722,Triad,7.45489,Other
251723,Zombicide: Dark Side,8.104,Thematic
251726,CONFIDENT?,6.71972,Other
251747,Atlantic Chase,8.56108,War
251830,Alhambra: Mega Box,8.13331,Other
251832,Space Cats Fight Fascism,7.60196,Other
251854,Strange Vending Machine,6.18389,Other
251890,Gunkimono,7.05105,Abstract
251987,Rainbow Knights,5.8866,Other
252141,Monster Slayers of Slawia,7.125,Other
252153,Tang Garden,7.53778,Family
252163,Shardhunters,7.54293,Other
252165,Role Quest,8.25,Other
252197,One Week Ultimate Werewolf,5.88612,Other
252212,Tales of Evil,7.29436,Other
252265,Passtally,6.6677,Abstract
252277,Sparkle*Kitty Nights,7.53714,Other
252314,Nyctophobia: Vampire Encounter,5.87884,Other
252323,The Incredibles: Save the Day Game,6.74625,Other
252373,Azimuth: Ride The Winds,6.31163,Other
252374,FReNeTiC,5.26829,Other
252399,Vast: The Mysterious Manor,7.54054,Strategy
252402,Kodama Duo,6.87473,Other
252432,Zoo Break,7.98972,Other
252446,Key Flow,7.4127,Strategy
252479,Penny Lane,6.76194,Other
252484,Meeple Party,6.89888,Other
252526,Pictomania (Second Edition),7.60556,Party
252530,JetLag,6.23037,Other
252542,The Romans,7.13458,Other
252544,Dice Summoners,5.63779,Other
252555,Bad Maps,5.30012,Other
252556,Bosk,7.00248,Abstract
252576,DC Comics Deck-Building Game: Rivals – Green Lantern vs Sinestro,7.37107,Other
252579,Gorbachev: The Fall of Communism,7.57589,War
252580,Monster Maker 30th Anniversary Remake Edition,6.13281,Other
252657,ルイス (luz),7.21667,Other
252684,Supertall,6.16046,Other
252688,Enchanters: Overlords,7.51787,CGS
252712,Carrossel,6.12039,Other
252752,Genotype: A Mendelian Genetics Game,7.67332,Strategy
252776,Muse: Awakenings,7.01992,Other
252854,Sabotage,7.35191,Other
252877,Wreck Raiders,7.50375,Family
252883,TOKYO SIDEKICK,7.22385,Other
252892,Here Comes the Dog,5.49525,Other
252901,Rats to Riches,6.98605,Other
252929,Planet,6.74352,Family
252962,Sports Dice: Football,6.79737,Other
252985,"Legendary: A Marvel Deck Building Game – Marvel Studios, Phase 1",7.05444,Other
252990,Gift Party,6.08581,Other
252997,Mapmaker: The Gerrymandering Game,6.76095,Abstract
253048,Legends of Signum: Battle for Vallor,6.63953,Other
253074,Exodus: Paris Nouveau,6.11429,Other
253087,Shadowrun: Sprawl Ops,6.60694,Other
253106,Narcos: The Board Game,7.25392,Thematic
253149,Wok Star (3rd Edition),6.39711,Other
253185,Chai,6.92515,Family
253214,Escape Tales: The Awakening,7.16647,Thematic
253215,Jetpack Joyride,6.70319,Other
253284,Ticket to Ride: New York,6.99061,Family
253318,London & Northwestern,6.87143,Other
253319,Southern Pacific,6.9075,Other
253320,1834,7.36441,Other
253344,Cthulhu: Death May Die,8.1479,Thematic
253368,Kingswood,6.93909,Other
253372,Minerals,7.26801,Other
253379,Cosmic Factory,6.92053,Other
253396,Miremarsh,7.15121,Other
253398,Lost Cities: Rivals,6.73566,Family
253399,Journal 29: Interactive Book Game,7.03678,Other
253470,Greedy Kingdoms,6.92805,Other
253499,A War of Whispers,7.44916,Strategy
253512,Blabel,7.00719,Other
253564,Marvel Dice Masters: X-Men Forever Campaign Box,7.47086,Other
253568,Kings' Struggle,5.825,Other
253574,Crusader Kings,6.95837,Thematic
253607,1822CA,8.28395,Other
253608,18Chesapeake,7.86804,Strategy
253635,Ragusa,7.02022,Strategy
253652,Combat!,8.38865,War
253664,Taco Cat Goat Cheese Pizza,6.86756,Party
253679,Festo!,6.70862,Other
253684,Spring Meadow,7.11114,Family
253696,Fitna: The Global War in the Middle East,7.60012,War
253705,Plucky Penguins,6.34985,Other
253743,Fuji Koro,7.01457,Other
253756,Gorus Maximus,6.50643,Other
253763,Expedition Luxor,6.02859,Other
253766,Atlantis: Island of Gods,6.33658,Other
253786,Don't Mess with Cthulhu Deluxe,7.33337,Other
253807,The Few and Cursed,7.23105,Other
253819,Monopoly: Deadpool,6.9,Other
253861,Black Skull Island,5.70345,Other
253862,Little Monster That Came For Lunch And Stayed For Tea,6.17439,Other
254017,Lindisfarne,7.00518,Other
254025,Operators,6.51591,Other
254029,Grand Dog Park,6.8559,Other
254088,Gravity Superstar,6.75512,Family
254110,A Thief's Fortune,6.73701,Other
254123,Shadowrun Crossfire: Prime Runner Edition,7.73795,Other
254132,Pitchstorm,7.0073,Other
254135,Fortune City,6.62474,Other
254138,Swordcrafters Expanded Edition,7.01052,Other
254145,Seals,5.82388,Other
254149,Señor Pepper,5.36765,Other
254157,Last Days: Zombie Apocalypse,7.77826,Other
254178,Gnomeland,5.41304,Other
254188,Blank Slate,6.79839,Other
254189,Snow White and the Seven Dwarfs: A Gemstone Mining Game,7.08933,Other
254192,Harry Potter: Hogwarts Battle – Defence Against the Dark Arts,7.25207,Thematic
254193,Fantastic Beasts: Perilous Pursuit,6.65115,Other
254195,Trivial Pursuit: World of Harry Potter – Ultimate Edition,6.3212,Other
254213,Boomerang,7.06199,Other
254226,Unlock!: Exotic Adventures,7.40783,Other
254227,Crazy Eggz,5.8131,Other
254230,Thieves,6.53324,Other
254239,Quatre Bras 1815: Last Eagles,8.16774,War
254322,Marvel Strike Teams,6.52278,Other
254341,I Would Fight The Dragon...,5.56962,Other
254386,Raccoon Tycoon,7.38654,Family
254394,Banned Books,6.48974,Other
254399,Love Battle! High School,6.85,Other
254415,Legends of Novus,7.06235,Other
254417,Clickbait,5.35,Other
254419,Weird Things Humans Search For,5.44399,Party
254427,Incubation,6.18537,Other
254494,Dodoresque,5.40175,Other
254498,Girl Genius: The Works,6.79257,Other
254513,The Grimm Masquerade,7.00119,Family
254532,Chiseled,7.00473,Other
254546,Lost Galaxy: The Intergalactic Card Game,6.24316,Other
254585,Bad Doctor,5.79528,Other
254588,Hearts and Minds: Vietnam 1965-1975 (Third Edition),7.93548,War
254591,Heroes of Terrinoth,7.34751,Thematic
254613,"ROLL for Your Life, Candyman!",6.07636,Other
254617,Monopoly Cheaters Edition,5.06203,Other
254618,"Four pints, please",6.66129,Other
254619,Porto,7.27432,Family
254634,"Pacific Tide: The United States Versus Japan, 1941-45",7.18684,War
254639,Alakazum!: Witches and Traditions,7.18112,Other
254640,Just One,7.61389,Party
254681,Gorilla Marketing,7.33371,Other
254683,Dodos Riding Dinos,8.37625,Other
254686,Last Heroes,4.95294,Other
254695,Inoka,6.01135,Other
254708,Roll Player Adventures,8.45992,Other
254713,The Artemis Project,7.31487,Strategy
254743,Theosis,7.80415,Other
254759,Corruptia,7.42727,Other
254846,Peanut Club,6.76967,Other
254888,High Rise,7.3718,Strategy
254923,That's Not Lemonade,6.12316,Other
254936,Frontier Wars,7.74511,Other
254938,Yohei,7.50588,Other
254976,Skylands,6.7783,Other
254992,Battle of the Bards,7.19079,Other
254994,Extraordinary Adventures: Pirates,6.74531,Other
255013,Fairy Tale Fluxx,6.50393,Other
255020,Rising for the Throne,6.40352,Other
255027,Quinque,5.34775,Other
255029,Verona Twist,6.3473,Other
255034,Papua,6.68519,Other
255037,Silk,6.40638,Other
255042,Medieval Realms,7.218,Other
255165,SHIBUYA,6.68454,Other
255171,Pirates: The Great Chase,5.695,Other
255175,Mutants,7.40039,Other
255227,カマクラコレクション (Kamakura Collection),6.57727,Other
255235,WW2 Deluxe: The War in Europe,6.76528,War
255249,Monikers: More Monikers,8.2088,Other
255255,Somnium: Rise of Laputa,6.6495,Other
255262,Agricola: All Creatures Big and Small – The Big Box,7.76643,Other
255272,Libraria,6.66605,Other
255291,Bilder,6.79746,Other
255293,One Night Ultimate Super Villains,6.91204,Other
255310,Shit Happens: 50 Shades of Shit,5.72958,Other
255332,Vault of Dragons,6.61322,Other
255335,Shit Happens: Too Shitty for Work,6.11842,Other
255356,Werwölfe,7.28537,Other
255360,Bargain Basement Bathysphere,7.54113,Other
255363,ArchRavels,7.42312,Other
255381,Forgotten Legions: Designer Signature Edition,8.22927,War
255392,The Acts,7.82339,Other
255393,"Stalingrad '42: Southern Russia, June-December, 1942",8.51433,War
255396,Vamp on the Batwalk,7.68704,Other
255455,Captains of the Gulf,6.98279,Other
255456,Beneath the Med: Regia Marina at Sea 1940-1943,8.15433,War
255478,Ninja Squad,6.14225,Other
255484,World in Flames Collector's Edition Deluxe,9.07422,Other
255507,Orbis,6.69048,Strategy
255516,Brave Little Belgium,7.59507,War
255524,Belfort: Edición Limitada,7.99643,Other
255570,Brotherhood & Unity,8.18258,War
255586,Micro City,6.46949,Other
255594,ShipShape,6.88647,Other
255597,Everyone Loves A Parade,5.94853,Other
255608,The Cleaner,6.93548,Other
255615,GoodCritters,7.06952,Party
255618,dude,5.69071,Other
255633,Town Builder: Coevorden,7.1279,Other
255635,Pitch Out,7.18772,Other
255639,Mesozooic,6.37639,Other
255640,Vikings: Scourge of the North,6.37267,Other
255642,Rogers' Rangers: America's First Commandos,6.43111,War
255651,Pocket Dragon,5.82262,Other
255653,Warhammer Age of Sigmar: Champions Trading Card Game,7.4361,Other
255658,Talisman: Legendary Tales,6.44219,Other
255659,Ground Floor (Second Edition),7.42647,Other
255668,Trickerion: Collector's Edition,8.85098,Other
255674,Imhotep: The Duel,7.13186,Family
255675,Exit: The Game – The Catacombs of Horror,7.41778,Other
255678,Word Slam Midnight,7.19053,Other
255680,Ambar,6.76258,Other
255683,Roll for Adventure,6.81308,Other
255692,New Frontiers,7.52847,Strategy
255695,Venture Angels,6.13021,Other
255696,Jungle Race,6.08571,Other
255697,Penk!,6.08772,Other
255702,Cool Runnings,6.468,Other
255708,Trekking the National Parks: Second Edition,7.11753,Other
255712,Cave Paintings,6.61728,Other
255732,WonderZoo,6.44545,Other
255744,Scotland Yard: Tokyo,6.37008,Other
255805,Honga,6.97605,Other
255902,Napoleon 1807,7.93973,War
255924,Snowdonia: Deluxe Master Set,8.16327,Other
255928,Burger Battle,7.53171,Other
255955,The Damsel's Tale,7.00131,Other
255962,No Swap No Pay,6.50313,Other
255970,Timeline: Canada,6.66064,Other
255984,Sleeping Gods,8.51042,Thematic
255990,Nemeton,7.01321,Other
256065,Carcassonne: Safari,7.08956,Family
256067,Cupcake Empire,7.14628,Strategy
256085,Spyfall: Time Travel,6.91504,Other
256122,RONE (Second Edition),7.47105,Other
256151,Veracruz 1631,6.28386,Other
256159,Guardians,7.31112,Other
256170,Schönbrunn,7.40375,Other
256214,Trivial Pursuit: Friends,5.97892,Other
256226,Azul: Stained Glass of Sintra,7.38697,Family
256233,Mountains,5.93846,Other
256250,The Waylanders,6.33684,Other
256297,Transformers Trading Card Game,7.34353,Other
256313,Spell Smashers,6.75641,Other
256317,Guild Master,7.51355,Other
256334,Dungeon WC,6.42072,Other
256375,Star Wars: I've Got a Bad Feeling About This!,5.38938,Other
256380,Douro 1872,7.49377,Other
256381,Fado: Duetos e Desgarradas,7.51815,Other
256382,Disney Villainous,7.05319,Family
256390,Architectura,6.10227,Other
256391,Queen Bee,8.32456,Other
256397,more dude,5.88946,Other
256399,Game to Pick a Game: The Gateway Edition,6.28788,Other
256422,Warhammer Age of Sigmar (Second Edition) Core Rules,7.73973,War
256438,Snow Time,6.53557,Other
256442,Airship City,7.15551,Other
256443,Sideshow Swap,7.192,Other
256478,Flotsam Fight,6.57142,Other
256479,TomaTomato,5.32742,Other
256480,Disastles,7.15551,Other
256486,Polyssimo Challenge,6.93556,Other
256487,France 1944: The Allied Crusade in Europe – Designer Signature Edition,7.84757,War
256502,Whales Destroying The World,6.13735,Other
256509,The One Hundred Torii,7.26659,Other
256513,Animal Kingdoms,7.24885,Other
256526,Zaar,7.87143,Other
256536,Bob Ross: Happy Little Accidents,6.11828,Other
256538,Home Alone Game,6.48595,Other
256540,The Brady Bunch Party Game,5.6975,Other
256541,Monster Crunch! The Breakfast Battle Game,6.37154,Other
256568,Adventure Island,6.08608,Other
256569,Castle Rampage,5.98424,Other
256570,Crown of Emara,7.46539,Strategy
256572,The Walking Dead: Here's Negan – The Board Game,7.88462,Other
256589,Rallyman: GT,7.32144,Thematic
256606,Spirits of the Wild,7.36742,Family
256609,Nunami,7.35,Other
256620,5 COLORS,6.45513,Other
256621,Trainsilvania,6.34837,Other
256623,Realm of Sand,6.81265,Other
256626,Deus lo Vult,7.4625,Strategy
256640,H.D.P.: Hasta Donde Puedas,6.2124,Other
256643,Neon Gods,6.49472,Other
256669,Scorpius Freighter,7.03845,Strategy
256685,Pandemain: Traditional Farmers' Bread,7.75652,Other
256700,Wonderland Xiii,6.63448,Other
256701,Fluff,6.79202,Other
256705,Seasons of Rice,7.08305,Other
256707,Trick Shot,8.09308,Other
256708,Limbo: Eternal War,8.24304,Other
256728,Raiatea,6.4005,Other
256729,Wacky Races: The Board Game,6.58084,Family
256730,Pipeline,7.69123,Strategy
256742,Exceed: Seventh Cross – Church vs. Empire Box,7.86786,Other
256769,Forwarder of Xanadu,7.23957,Other
256778,Exceed: Seventh Cross – Guardians vs. Myths Box,8.28677,Other
256779,Exceed: Seventh Cross – Hunters vs. Demons Box,8.20811,Other
256780,Exceed: Seventh Cross – Magic vs. Monsters Box,8.33333,Other
256788,Detective Club,7.40563,Party
256792,The Oregon Trail Game: Journey to Willamette Valley,5.79891,Other
256801,Fast Forward: FORTUNE,6.09683,Other
256802,Fool!,6.67643,Other
256804,Exploding Kittens: Party Pack,7.22146,Other
256831,Life Siphon,6.44226,Other
256838,Nessos,6.39218,Other
256839,VektoRace,8.02653,Other
256852,Aliens: Another Glorious Day in the Corps,7.52915,Thematic
256861,"Yeti, Set, Go!",4.48444,Other
256874,Legendary Encounters: The X-Files Deck Building Game,7.73988,Other
256875,Sonic the Hedgehog: Dice Rush,5.96906,Other
256876,Football Highlights 2052,7.22363,Other
256877,Hail Hydra,6.58281,Party
256883,Comanauts,6.58778,Thematic
256885,The Fantasy Trip: Legacy Edition,9.32946,Other
256911,Reconquista,6.83629,War
256915,Dice & Dragons,5.82959,Other
256916,Concordia Venus,8.35187,Strategy
256939,Zeppelin Raider: Imperial German Naval Airships,7.72574,War
256940,Krosmaster: Blast,7.494,Other
256956,Exchange,6.94118,Other
256957,Monkey Temple,6.69871,Other
256960,Pax Pamir: Second Edition,8.35655,Strategy
256962,TANKS: The Modern Age – M1 vs T-64 Starter Set,7.7475,Other
256964,Dark Rituals: Malleus Maleficarum,7.95052,Other
256967,Shuffle Grand Prix,6.10507,Other
256980,The Color Monster,6.73974,Other
256998,Robin Wood,6.84571,Other
256999,Project: ELITE,8.09693,Thematic
257001,Munchkin Dungeon,6.90856,Other
257006,Homebrewers,7.21115,Other
257045,Murder on the Cosmic Express,6.16053,Party
257056,Lovelace & Babbage,6.77083,Other
257058,Valparaíso,6.91593,Strategy
257063,SiegeStorm: SiegeMode,7.71676,Other
257066,Sierra West,6.88071,Strategy
257067,Magnastorm,6.82258,Strategy
257073,Trollfjord,5.90205,Other
257074,Pechvogel,5.34912,Other
257076,Vollpfosten,6.07556,Other
257077,A Pleasant Journey to Neko,7.20404,Other
257080,Fast Food!,6.73472,Other
257081,My Hero Academia: The Card Game,6.045,Other
257089,Big Trouble in Little China: The Game – Deluxe Edition,7.62569,Other
257096,Run Fight or Die: Reloaded,7.26532,Other
257145,Teenage Mutant Ninja Turtles Adventures: City Fall,8.56221,Other
257160,Thieves Den,6.73562,Other
257164,Dungeon Raiders,7.21008,Other
257180,Kingdom Builder: Family Box,7.72862,Other
257193,Starcadia Quest,7.63832,Other
257198,TOKYO TSUKIJI MARKET,7.43392,Other
257199,TOKYO WASHI GAME CATS,5.63784,Other
257204,Zura,6.77037,Family
257205,Hasp,6.53077,Family
257283,Tiny Epic Mechs,6.85229,Strategy
257284,Timeline: Classic,6.83181,Other
257306,High Score,6.81562,Other
257307,Orbital,7.10554,Other
257313,Aliens: Hadley's Hope,6.83047,Other
257316,Weapon Wars,7.18409,Other
257321,Gen7: A Crossroads Game,6.34711,Thematic
257324,The Lord of the Rings: Quest to Mount Doom,5.91667,Other
257349,Bugs on Rugs,6.75101,Other
257372,The Bears and the Bees,6.60016,Family
257378,East Indiaman,6.87553,Other
257380,Counterfeiters,6.91602,Strategy
257395,Dungeon Derby,6.96176,Other
257411,This Game Goes to Eleven,5.77857,Other
257415,Dreams of Tomorrow,6.39097,Other
257435,Brick & Mortar,7.73302,Other
257440,Dungeon Duel,7.20645,Other
257445,Super Camelot,6.40714,Other
257499,Arkham Horror (Third Edition),7.76332,Thematic
257501,KeyForge: Call of the Archons,7.2256,CGS
257518,Claustrophobia 1643,8.08251,Thematic
257527,Trapwords,6.99493,Party
257582,Periodic: A Game of The Elements,6.83227,Family
257598,MacGyver: The Escape Room Game,5.41031,Other
257599,Invasions: Volume 1 – 350-650 AD,6.40246,War
257601,The Duke: Lord's Legacy,7.92471,Other
257604,Macbeth,6.67165,Other
257614,Tussie Mussie,6.95732,Family
257633,Nexus Infernum,6.42857,Other
257667,Tag City,6.88413,Other
257668,1906 San Francisco,7.26623,Strategy
257669,Streaming,6.61391,Other
257674,Vampire: The Masquerade – Heritage,7.45381,Thematic
257700,"Munchkin Warhammer 40,000",6.67844,Other
257706,Zoo-ography,7.24745,Other
257707,Unlock!: Escape Adventures – In Pursuit of Cabrakan,6.76327,Other
257722,Taiwan Formosa,6.79375,Other
257725,Bingolino,5.90175,Other
257726,Brikks,6.38313,Family
257732,Pax Transhumanity,7.59501,Strategy
257733,Fine Sand,6.71641,Other
257759,The River,6.64054,Family
257766,¡Arre Unicornio!,6.27226,Other
257769,Walking in Burano,7.18117,Family
257814,Cats,6.12892,Other
257834,Ramen,6.54046,Other
257836,Narabi,6.18417,Other
257839,Arkham Noir: Case #2 – Called Forth By Thunder,7.14624,Other
257841,Yogi Guru,6.71075,Other
257851,Picnic,5.47097,Other
257880,The Golden Girls: Any Way you Slice it,4.95588,Other
257924,Globe Twister,6.31646,Other
257955,3x8,5.77386,Other
257957,X-Code,6.16342,Other
257960,Götterdämmerung,6.89771,Other
257962,Karate Tomate,6.19172,Family
257964,Lifestyle,5.71533,Other
257965,BiberClan,5.97857,Other
257966,Passing Through Petra,6.73442,Other
257967,Speed Cups⁶,6.51722,Other
257987,The Towers of Arkhanos,6.83761,Other
257991,Igen?,6.5656,Other
257994,Trappist One,6.44281,Other
258041,Majolica,6.91235,Other
258070,Alice,6.81611,Other
258074,Volfyirion,7.37665,Strategy
258104,Tribes: Dawn of Humanity,6.82009,Other
258131,1759 Siege of Quebec,6.88795,War
258135,Wild Assent,7.34141,Other
258137,Robin Hood,6.83213,Other
258140,Les Aventuriers du Rail Express,7.33735,Other
